ProspectiveBuyerKey,ProspectAlternateKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,Phone,Salutation,Unknown
115,14424062371,Anna,null,Peterson,22.02.1980 0:00:00,M,F,apeterson@litwareinc.com,"70 000,00 ₽",4,0,Graduate D,Professional,1,0,4064 Regina Lane,null,Oregon City,OR,97045,560-555-0140,Ms.,1
116,10756163000,Alexandra,M,Peterson,24.12.1968 0:00:00,S,F,apeterson@litwareinc.com,"50 000,00 ₽",4,0,Graduate D,Skilled Manual,1,0,4594 Springer Court,null,Portland,OR,97205,755-555-0135,Ms.,1
117,41771881580,Alexandra,null,Phillips,11.03.1981 0:00:00,S,F,aphillips@thephone-company.com,"30 000,00 ₽",0,0,High Schoo,Manual,0,1,3281 Ana Mile,null,Spokane,WA,99202,1 (11) 500 555-0127,Ms.,1
118,833,Abby,null,Prasad,03.02.1962 0:00:00,S,F,aprasad@blueyonderairlines.com,"60 000,00 ₽",3,1,High Schoo,Professional,1,2,3261 Vista Bonita,null,Concord,CA,94519,113-555-0174,Ms.,4
119,7214,Allen,L,Prasad,23.02.1964 0:00:00,S,M,aprasad@contoso.com,"50 000,00 ₽",2,1,Partial Co,Professional,0,2,1589 Mt. Tamalpais Place,null,San Francisco,CA,94109,147-555-0179,Mr.,4
120,30104014900,Angelica,A,Price,29.12.1976 0:00:00,M,F,aprice@lucernepublishing.com,"50 000,00 ₽",2,2,Bachelors,Skilled Manual,1,1,8974 F Mt Hood Circle,null,Ballard,WA,98107,808-555-0118,Ms.,1
121,57332443600,Aidan,B,Price,01.01.1977 0:00:00,S,M,aprice@margiestravel.com,"40 000,00 ₽",0,0,High Schoo,Skilled Manual,1,1,8157 W. Buchanan,null,Bothell,WA,98011,269-555-0127,Mr.,1
122,9866,April,null,Rai,18.01.1961 0:00:00,M,F,arai@cohovineyard.com,"10 000,00 ₽",3,0,Partial Co,Manual,1,2,3029 Heather Leaf Ln.,null,Los Angeles,CA,90012,1 (11) 500 555-0121,Ms.,4
123,2099,Andres,C,Rai,21.09.1978 0:00:00,M,M,arai@northwindtraders.com,"100 000,00 ₽",1,0,Graduate D,Management,1,0,7259 Birchwood,null,Edmonds,WA,98020,1 (11) 500 555-0134,Mr.,1
124,3311,Ashlee,null,Rai,06.11.1964 0:00:00,M,F,arai@thephone-company.com,"20 000,00 ₽",3,0,Partial Hi,Clerical,0,2,4210 E Sprague Ave,null,Spokane,WA,99202,931-555-0197,Ms.,1
125,212,Alvin,null,Raje,16.03.1954 0:00:00,S,M,araje@humongousinsurance.com,"50 000,00 ₽",4,0,Bachelors,Management,0,2,9901 Sequoia Woods Pl,null,Corvallis,OR,97330,297-555-0155,Mr.,1
126,35608353018,Alexa,null,Ramirez,16.09.1982 0:00:00,S,F,aramirez@lucernepublishing.com,"60 000,00 ₽",0,0,Partial Co,Skilled Manual,1,2,509 Nafta Boulevard,null,Laredo,TX,78040,702-555-0170,Ms.,4
127,1066,Andy,C,Ramos,18.11.1973 0:00:00,M,M,aramos@margiestravel.com,"40 000,00 ₽",1,0,Bachelors,Skilled Manual,0,0,9090 Cristobal,null,Bremerton,WA,98312,1 (11) 500 555-0164,Mr.,1
128,4815,Arthur,J,Ramos,24.04.1978 0:00:00,S,M,aramos@margiestravel.com,"30 000,00 ₽",1,1,Bachelors,Clerical,1,0,878 Amador Ct,null,Bremerton,WA,98312,1 (11) 500 555-0114,Mr.,1
129,11683574300,Amanda,null,Reed,08.05.1978 0:00:00,M,F,areed@lucernepublishing.com,"20 000,00 ₽",1,1,Partial Co,Manual,1,1,99450 Highway 59 North,null,Humble,TX,77338,1 (11) 500 555-0163,Ms.,4
130,36380754100,Angela,null,Richardson,14.01.1965 0:00:00,S,F,arichardson@fineartschool.net,"10 000,00 ₽",2,0,Partial Co,Manual,1,0,614 Shepberry Court,null,Olympia,WA,98501,1 (11) 500 555-0186,Ms.,1
131,38351678848,Andrea,C,Rivera,22.05.1966 0:00:00,S,F,arivera@alpineskihouse.com,"20 000,00 ₽",1,0,Bachelors,Clerical,0,0,1567 W Lake Drive,null,Colma,CA,94014,1 (11) 500 555-0183,Ms.,4
132,7350,Andre,A,Rodriguez,13.05.1967 0:00:00,M,M,arodriguez@adventure-works.com,"40 000,00 ₽",1,0,Partial Co,Clerical,1,1,99000 S. Avalon Blvd. Suite 750,null,Carson,CA,90746,572-555-0131,Mr.,4
133,844,Abby,E,Rodriguez,01.11.1960 0:00:00,M,F,arodriguez@fabrikam.com,"80 000,00 ₽",5,2,High Schoo,Professional,1,2,6753 Howard Hughes Parkway,null,Las Vegas,NV,89106,1 (11) 500 555-0122,Ms.,4
134,39219276905,Arianna,null,Rogers,01.06.1984 0:00:00,M,F,arogers@cohovineyard.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,0,0,2775 Robinson Ave.,null,Long Beach,CA,90802,969-555-0116,Ms.,4
135,69732639193,Adrian,A,Rogers,02.01.1984 0:00:00,S,M,arogers@margiestravel.com,"40 000,00 ₽",0,0,Graduate D,Clerical,1,0,5543 Royal Arch Court,null,Burien,WA,98168,1 (11) 500 555-0121,Mr.,1
136,3004,Adrienne,D,Romero,31.10.1981 0:00:00,S,F,aromero@fabrikam.com,"90 000,00 ₽",0,0,Bachelors,Professional,0,0,Consumer Square,null,Cheektowaga,NY,14227,1 (11) 500 555-0147,Ms.,2
137,26007412672,Austin,null,Ross,23.11.1984 0:00:00,S,M,aross@northwindtraders.com,"50 000,00 ₽",0,0,High Schoo,Skilled Manual,0,2,1961 Marfargoa Drive,null,Edmonds,WA,98020,598-555-0153,Mr.,1
138,3017,Adrienne,R,Rubio,08.02.1977 0:00:00,M,F,arubio@fineartschool.net,"80 000,00 ₽",5,5,Graduate D,Management,1,3,3841 Silver Oaks Place,null,Monroe,WA,98272,1 (11) 500 555-0140,Ms.,1
139,1049,Andy,null,Ruiz,12.01.1943 0:00:00,M,M,aruiz@adventure-works.com,"60 000,00 ₽",2,0,Graduate D,Management,1,2,8809 Diablo View Road,null,Burbank,CA,91502,174-555-0117,Mr.,4
140,6722,Albert,null,Ruiz,25.01.1956 0:00:00,M,M,aruiz@humongousinsurance.com,"60 000,00 ₽",4,0,Bachelors,Management,1,2,3397 C Olivera Rd,Unit A,Lake Oswego,OR,97034,749-555-0170,Mr.,1
141,11650255918,Amanda,R,Sanchez,19.01.1967 0:00:00,S,F,asanchez@contoso.com,"10 000,00 ₽",1,0,Bachelors,Clerical,1,0,Amity Plaza,null,New Haven,CT,6510,1 (11) 500 555-0122,Ms.,0
142,7226,Allen,B,Sanchez,08.09.1976 0:00:00,S,M,asanchez@fabrikam.com,"60 000,00 ₽",0,0,Graduate D,Professional,1,1,7779 Marfargoa Drive,null,Cheektowaga,NY,14227,136-555-0133,Mr.,2
143,68941183700,Angel,C,Sanchez,16.01.1956 0:00:00,S,M,asanchez@humongousinsurance.com,"60 000,00 ₽",4,0,Bachelors,Management,0,2,297 D Mt. Hood Circle,null,Lake Oswego,OR,97034,743-555-0119,Mr.,1
144,1069,Andy,null,Sanz,19.05.1978 0:00:00,M,M,asanz@consolidatedmessenger,"50 000,00 ₽",2,2,Bachelors,Skilled Manual,1,1,6055 Shawnee Industrial Way,null,Suwanee,GA,30024,360-555-0191,Mr.,5
145,44369343500,Andrea,null,Scott,23.07.1984 0:00:00,S,F,ascott@margiestravel.com,"30 000,00 ₽",0,0,Partial Co,Clerical,1,1,7176 Chatworth,null,Bremerton,WA,98312,1 (11) 500 555-0169,Ms.,1
146,4814,Arthur,O,Serrano,01.10.1973 0:00:00,S,M,aserrano@cpandl.com,"30 000,00 ₽",1,0,Bachelors,Skilled Manual,1,1,9947 Buskirk Avenue,null,Concord,CA,94519,978-555-0134,Mr.,4
147,2937,Armando,L,Serrano,03.05.1978 0:00:00,S,M,aserrano@litwareinc.com,"90 000,00 ₽",4,4,Partial Co,Skilled Manual,0,2,6344 Dartmouth Way,null,Portland,OR,97205,438-555-0115,Mr.,1
148,208,Alvin,null,Shan,21.08.1961 0:00:00,M,M,ashan@litwareinc.com,"50 000,00 ₽",2,1,Partial Hi,Skilled Manual,1,2,8839 Leonard Dr,null,W. Linn,OR,97068,185-555-0193,Mr.,1
149,5318,Alisha,null,Sharma,05.05.1969 0:00:00,M,F,asharma@northwindtraders.com,"70 000,00 ₽",5,5,Graduate D,Professional,1,3,6833 Filomena,null,Edmonds,WA,98020,922-555-0181,Ms.,1
150,2476,Autumn,null,She,09.12.1970 0:00:00,S,F,ashe@cohovineyard.com,"80 000,00 ₽",5,4,Partial Co,Professional,0,3,3664 Colt Ct.,null,Richmond,CA,94801,963-555-0174,Ms.,4
151,7657,Alison,null,She,30.01.1983 0:00:00,S,F,ashe@consolidatedmessenger,"90 000,00 ₽",4,4,Partial Co,Skilled Manual,0,2,2561 Nw 84th Avenue,null,Miami,FL,33127,366-555-0146,Ms.,5
152,2080,Andres,null,She,01.09.1975 0:00:00,S,M,ashe@humongousinsurance.com,"100 000,00 ₽",0,0,Graduate D,Management,1,1,5292 Blue Ridge Drive,null,Lebanon,OR,97355,1 (11) 500 555-0149,Mr.,1
153,445,Arturo,F,She,22.04.1967 0:00:00,S,M,ashe@treyresearch.net,"50 000,00 ₽",2,0,High Schoo,Skilled Manual,0,2,7463 Hackney Lane,null,Puyallup,WA,98371,1 (11) 500 555-0130,Mr.,1
154,10875526700,Alexandra,M,Simmons,09.05.1965 0:00:00,S,F,asimmons@blueyonderairlines.com,"90 000,00 ₽",2,1,High Schoo,Professional,1,1,3665 Oak Creek Ct.,null,Concord,CA,94519,854-555-0172,Ms.,4
155,30272082090,Angelica,A,Simmons,21.03.1973 0:00:00,M,F,asimmons@lucernepublishing.com,"20 000,00 ₽",2,0,Partial Co,Manual,1,1,Southwest Outlet,null,Hillsboro,TX,76645,1 (11) 500 555-0174,Ms.,4
156,30077423500,Alexia,F,Simmons,13.07.1959 0:00:00,S,F,asimmons@margiestravel.com,"80 000,00 ₽",5,2,High Schoo,Professional,0,2,6058 Hill Street,#4,Bellevue,WA,98004,1 (11) 500 555-0129,Ms.,1
157,86713050007,Anthony,P,Smith,06.06.1979 0:00:00,S,M,asmith@alpineskihouse.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,1,0,1693 C Northwood Dr,null,Colma,CA,94014,1 (11) 500 555-0163,Mr.,4
158,53950794935,Anna,F,Smith,16.01.1973 0:00:00,S,F,asmith@thephone-company.com,"50 000,00 ₽",4,2,Bachelors,Professional,1,3,9216 Sandy Way,null,Puyallup,WA,98371,224-555-0126,Ms.,1
159,832,Abby,null,Srini,18.10.1970 0:00:00,M,F,asrini@adatum.com,"40 000,00 ₽",4,3,High Schoo,Skilled Manual,1,3,9191 Camelback Ct.,null,Berkeley,CA,94704,827-555-0177,Ms.,4
160,3077,Ann,M,Srini,10.08.1959 0:00:00,S,F,asrini@fineartschool.net,"110 000,00 ₽",4,5,Partial Co,Management,1,2,9318 Hawkridge Terrace,null,Lynnwood,WA,98036,1 (11) 500 555-0161,Ms.,1
161,6464,Anne,G,Suarez,02.09.1981 0:00:00,S,F,asuarez@contoso.com,"110 000,00 ₽",0,5,Partial Co,Management,1,3,5725 Glazier Drive,null,San Francisco,CA,94109,1 (11) 500 555-0179,Ms.,4
162,4817,Arthur,null,Suarez,14.09.1982 0:00:00,S,M,asuarez@fabrikam.com,"20 000,00 ₽",0,0,Partial Hi,Manual,0,2,7600 Tupelp Drive,null,Beaverton,OR,97005,1 (11) 500 555-0172,Mr.,1
163,85043627023,Austin,A,Thomas,13.09.1965 0:00:00,M,M,athomas@consolidatedmessenger,"40 000,00 ₽",1,0,Partial Co,Clerical,1,1,25 N State St,null,Chicago,IL,60610,118-555-0123,Mr.,3
164,88656943440,Andrew,null,Thompson,04.08.1963 0:00:00,M,M,athompson@thephone-company.com,"20 000,00 ₽",3,0,Partial Hi,Manual,1,2,136 Balboa Court,null,Sedro Woolley,WA,98284,728-555-0141,Mr.,1
165,2782,Alberto,null,Torres,23.01.1977 0:00:00,S,M,atorres@adventure-works.com,"80 000,00 ₽",5,5,Bachelors,Professional,1,4,7797 Richard Place,null,Chula Vista,CA,91910,1 (11) 500 555-0173,Mr.,4
166,34761418700,Ariana,J,Torres,31.01.1965 0:00:00,M,F,atorres@alpineskihouse.com,"80 000,00 ₽",3,2,Partial Co,Professional,1,1,7046 Slavio,null,Colma,CA,94014,892-555-0197,Ms.,4
167,96115834100,Alyssa,null,Torres,20.03.1957 0:00:00,S,F,atorres@fineartschool.net,"50 000,00 ₽",2,1,Bachelors,Management,0,1,2951 Cape Cod Way,null,Marysville,WA,98270,329-555-0116,Ms.,1
168,6733,Albert,null,Torres,01.12.1986 0:00:00,S,M,atorres@litwareinc.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,0,2,6513 Beauer Lane,null,Portland,OR,97205,370-555-0132,Mr.,1
169,34826805600,Alexandria,null,Torres,19.07.1977 0:00:00,M,F,atorres@margiestravel.com,"50 000,00 ₽",2,2,Bachelors,Skilled Manual,1,0,7057 Striped Maple Court,null,Bothell,WA,98011,132-555-0181,Ms.,1
170,2785,Alberto,null,Vazquez,13.07.1968 0:00:00,M,M,avazquez@fabrikam.com,"110 000,00 ₽",1,1,Bachelors,Management,1,4,Johnny Appleseed Shop.center,null,Mansfield,OH,44903,1 (11) 500 555-0112,Mr.,3
171,1088,Alfredo,M,Vazquez,31.01.1967 0:00:00,M,M,avazquez@thephone-company.com,"30 000,00 ₽",2,0,High Schoo,Skilled Manual,1,2,4190 Trujillo,null,Sedro Woolley,WA,98284,369-555-0140,Mr.,1
172,7207,Allen,null,Verma,15.01.1983 0:00:00,S,M,averma@adatum.com,"70 000,00 ₽",0,0,Partial Co,Professional,1,2,1016 Whyte Park Avenue,null,Burbank,CA,91502,525-555-0113,Mr.,4
173,9953,Amy,L,Wang,02.11.1984 0:00:00,M,F,awang@baldwinmuseumofscience.com,"20 000,00 ₽",0,0,High Schoo,Manual,1,1,9142 Altura Drive,null,Colma,CA,94014,1 (11) 500 555-0134,Ms.,4
174,62929312600,Angel,W,Watson,19.07.1988 0:00:00,S,M,awatson@litwareinc.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,0,0,5533 Fremont Street,#113,Portland,OR,97205,566-555-0196,Mr.,1
175,15737550900,Abigail,A,Watson,18.01.1982 0:00:00,S,F,awatson@thephone-company.com,"20 000,00 ₽",0,0,Partial Hi,Manual,0,2,8757 Keith Court,null,Seattle,WA,98104,1 (11) 500 555-0193,Ms.,1
176,50762683749,Alyssa,E,Williams,18.09.1979 0:00:00,S,F,awilliams@alpineskihouse.com,"40 000,00 ₽",2,2,Partial Co,Clerical,1,2,2290 Mt. Hood Circle,null,Colma,CA,94014,1 (11) 500 555-0190,Ms.,4
177,53982541600,Anna,null,Wilson,15.11.1951 0:00:00,S,F,awilson@adatum.com,"120 000,00 ₽",2,4,Graduate D,Management,0,3,7709 West Virginia Avenue,null,Phoenix,AZ,85004,404-555-0164,Ms.,4
178,85004761815,Austin,L,Wilson,17.07.1960 0:00:00,M,M,awilson@cohovineyard.com,"60 000,00 ₽",2,1,Partial Co,Professional,0,1,4305 Madrid,null,National City,CA,91950,924-555-0187,Mr.,4
179,8013,Alan,null,Wu,21.12.1989 0:00:00,S,M,awu@cohovineyard.com,"30 000,00 ₽",0,0,Partial Hi,Clerical,1,2,8168 Eaker Way,null,La Jolla,CA,92806,913-555-0176,Mr.,4
180,179,Alvin,null,Wu,17.10.1974 0:00:00,S,M,awu@contoso.com,"60 000,00 ₽",3,3,Bachelors,Professional,1,1,5243 Harmony Way,null,Clearwater,FL,33755,1 (11) 500 555-0196,Mr.,5
181,2412,Aimee,E,Xu,20.09.1980 0:00:00,M,F,axu@adatum.com,"90 000,00 ₽",0,0,Partial Hi,Professional,0,4,4782 Mt. Whitney Dr.,null,Bellflower,CA,90706,1 (11) 500 555-0170,Ms.,4
182,9965,Amy,null,Xu,18.03.1951 0:00:00,M,F,axu@consolidatedmessenger,"20 000,00 ₽",1,0,Bachelors,Clerical,1,0,63 W Monroe,null,Chicago,IL,60610,1 (11) 500 555-0180,Ms.,3
183,2085,Andres,null,Xu,01.10.1982 0:00:00,M,M,axu@contoso.com,"10 000,00 ₽",0,0,Graduate D,Manual,1,0,Connecticut Post Mall,null,Milford,CT,6460,1 (11) 500 555-0179,Mr.,0
184,9852,April,H,Xu,08.01.1971 0:00:00,M,F,axu@fineartschool.net,"20 000,00 ₽",1,0,Graduate D,Clerical,1,0,5346 Clayburn Road,null,Olympia,WA,98501,1 (11) 500 555-0120,Ms.,1
185,21662647128,Adam,R,Yang,24.05.1980 0:00:00,S,M,ayang@adatum.com,"80 000,00 ₽",4,4,Graduate D,Management,0,1,9836 Hanson Lane,null,Berkeley,CA,94704,1 (11) 500 555-0144,Mr.,4
186,2456,Autumn,F,Yang,18.06.1987 0:00:00,M,F,ayang@adventure-works.com,"40 000,00 ₽",4,4,Partial Co,Clerical,1,2,2030 Lighthouse Way,null,Chula Vista,CA,91910,311-555-0171,Ms.,4
187,2404,Aimee,P,Yang,04.08.1955 0:00:00,M,F,ayang@consolidatedmessenger,"130 000,00 ₽",4,4,Partial Co,Professional,1,4,1568 Delta Fair Blvd.,null,Columbus,GA,31901,1 (11) 500 555-0130,Ms.,5
188,2461,Autumn,null,Ye,06.01.1960 0:00:00,S,F,aye@adventure-works.com,"110 000,00 ₽",4,5,Partial Co,Management,0,2,3675 Q St.,null,Chula Vista,CA,91910,1 (11) 500 555-0129,Ms.,4
189,3852,Ashlee,G,Yuan,27.08.1969 0:00:00,S,F,ayuan@northwindtraders.com,"50 000,00 ₽",1,0,Partial Co,Skilled Manual,0,1,6580 Piper Ridge Court,null,Issaquah,WA,98027,931-555-0147,Ms.,1
190,2087,Andres,null,Yuan,13.08.1973 0:00:00,M,M,ayuan@northwindtraders.com,"60 000,00 ₽",3,3,Bachelors,Professional,1,2,1229 Apollo Way,null,Lynnwood,WA,98036,1 (11) 500 555-0113,Mr.,1
191,9854,April,R,Yuan,26.04.1977 0:00:00,M,F,ayuan@woodgrovebank.com,"30 000,00 ₽",1,1,Bachelors,Clerical,1,0,6560 Waterview Terrace,null,Downey,CA,90241,1 (11) 500 555-0122,Ms.,4
192,2410,Aimee,D,Zhao,08.12.1985 0:00:00,S,F,azhao@cohovineyard.com,"40 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,8722 East View Place,null,Palo Alto,CA,94303,619-555-0140,Ms.,4
193,8017,Alan,null,Zhao,20.01.1984 0:00:00,S,M,azhao@fabrikam.com,"30 000,00 ₽",0,0,Partial Co,Clerical,0,1,8981 Carmel Drive,null,W. Linn,NV,89701,1 (11) 500 555-0112,Mr.,4
194,5292,Alisha,A,Zhou,18.01.1978 0:00:00,S,F,azhou@alpineskihouse.com,"110 000,00 ₽",2,1,Graduate D,Management,1,3,7370 Rolling Green Circle,null,Colma,CA,94014,952-555-0180,Ms.,4
195,9961,Amy,null,Zhou,18.11.1983 0:00:00,S,F,azhou@consolidatedmessenger,"40 000,00 ₽",3,3,Partial Co,Clerical,1,2,4255 East Lies Road,null,Carol Stream,IL,60188,188-555-0176,Ms.,3
196,181,Alvin,null,Zhou,19.02.1959 0:00:00,S,M,azhou@cpandl.com,"30 000,00 ₽",3,0,Partial Co,Clerical,0,2,9277 Ridgewood Court,null,Coronado,CA,92118,1 (11) 500 555-0165,Mr.,4
197,2414,Aimee,M,Zhu,22.10.1985 0:00:00,M,F,azhu@adventure-works.com,"70 000,00 ₽",0,0,High Schoo,Management,1,3,6828 Benedict Court,null,Burlingame,CA,94010,1 (11) 500 555-0117,Ms.,4
198,60813661200,Blake,null,Alexander,15.03.1985 0:00:00,S,M,balexander@lucernepublishing.com,"70 000,00 ₽",0,0,Partial Hi,Skilled Manual,1,3,1542 Del Rey St.,null,Ballard,WA,98107,1 (11) 500 555-0171,Mr.,1
199,931,Byron,E,Alonso,17.07.1979 0:00:00,M,M,balonso@alpineskihouse.com,"50 000,00 ₽",1,1,Bachelors,Skilled Manual,0,1,3146 Rose Street,null,Colma,CA,94014,528-555-0113,Mr.,4
200,927,Byron,M,Alvarez,05.02.1987 0:00:00,M,M,balvarez@cohovineyard.com,"30 000,00 ₽",0,0,Partial Hi,Clerical,1,2,482505 Warm Springs Blvd.,null,Fremont,CA,94536,360-555-0135,Mr.,4
201,1477,Bonnie,K,Anand,11.08.1961 0:00:00,M,F,banand@fabrikam.com,"30 000,00 ₽",3,0,High Schoo,Skilled Manual,1,2,Indian Mound Mall,null,Heath,OH,43056,1 (11) 500 555-0136,Ms.,3
202,38126963400,Brooke,null,Bailey,20.04.1984 0:00:00,S,F,bbailey@northwindtraders.com,"50 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,342 San Simeon,null,Issaquah,WA,98027,789-555-0186,Ms.,1
203,90687225461,Brianna,null,Barnes,24.03.1981 0:00:00,M,F,bbarnes@lucernepublishing.com,"60 000,00 ₽",1,0,Graduate D,Professional,1,0,7824 Frayne Ln,null,Philadelphia,PA,19107,180-555-0114,Ms.,0
204,90643049478,Brianna,H,Bennett,31.08.1987 0:00:00,S,F,bbennett@fineartschool.net,"40 000,00 ₽",0,0,High Schoo,Skilled Manual,0,2,Great Northwestern,null,North Bend,WA,98045,420-555-0114,Ms.,1
205,3692,Bridget,L,Bhat,01.06.1973 0:00:00,S,F,bbhat@humongousinsurance.com,"30 000,00 ₽",2,2,Partial Co,Clerical,0,0,5317 Mission Drive,null,Corvallis,OR,97330,1 (11) 500 555-0147,Ms.,1
206,612,Briana,A,Blanco,09.11.1971 0:00:00,M,F,bblanco@cohovineyard.com,"50 000,00 ₽",2,0,High Schoo,Skilled Manual,1,2,5765 Mellowood St.,null,Novato,CA,94947,1 (11) 500 555-0114,Ms.,4
207,939,Byron,null,Blanco,03.01.1970 0:00:00,M,M,bblanco@cpandl.com,"70 000,00 ₽",5,4,Partial Co,Skilled Manual,1,3,6340 Olivera Rd,null,Concord,CA,94519,1 (11) 500 555-0189,Mr.,4
208,63369264600,Bryan,null,Brooks,19.12.1979 0:00:00,S,M,bbrooks@fabrikam.com,"50 000,00 ₽",1,1,Bachelors,Skilled Manual,0,1,Southgate Mall,null,Missoula,MT,59801,225-555-0134,Mr.,0
209,51687241196,Brianna,R,Brown,10.08.1985 0:00:00,M,F,bbrown@cohovineyard.com,"20 000,00 ₽",0,0,High Schoo,Manual,1,1,2099 San Jose,null,Mill Valley,CA,94941,1 (11) 500 555-0184,Ms.,4
210,8399,Brent,C,Cai,03.08.1978 0:00:00,M,M,bcai@consolidatedmessenger,"70 000,00 ₽",5,5,Graduate D,Professional,1,2,8127 Sherbear Dr.,null,Boise,ID,83702,582-555-0188,Mr.,0
211,42144488700,Bailey,A,Campbell,04.03.1985 0:00:00,S,F,bcampbell@humongousinsurance.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,0,1,2288 Gingham Way,null,Milwaukie,OR,97222,864-555-0111,Ms.,1
212,4041,Brendan,null,Chander,17.12.1986 0:00:00,S,M,bchander@adatum.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,1,2,7853 Millfield Place,null,Beverly Hills,CA,90210,760-555-0123,Mr.,4
213,5122,Barbara,T,Chander,19.09.1966 0:00:00,M,F,bchander@contoso.com,"50 000,00 ₽",1,0,Partial Co,Skilled Manual,1,1,3065 Santa Margarita Parkway,null,Trabuco Canyon,CA,92679,1 (11) 500 555-0139,Ms.,4
214,3687,Bridget,A,Chander,12.07.1952 0:00:00,S,F,bchander@northwindtraders.com,"50 000,00 ₽",2,0,Graduate D,Management,0,1,3928 San Francisco,null,Everett,WA,98201,1 (11) 500 555-0127,Ms.,1
215,1470,Bonnie,R,Chander,18.03.1944 0:00:00,M,F,bchander@woodgrovebank.com,"30 000,00 ₽",1,0,Bachelors,Skilled Manual,0,1,319 Reva Dr,null,Downey,CA,90241,1 (11) 500 555-0171,Ms.,4
216,1480,Barry,E,Chandra,10.10.1953 0:00:00,S,M,bchandra@wingtiptoys.com,"30 000,00 ₽",2,0,Partial Co,Clerical,0,2,2921 Glen Wood Drive,null,Walla Walla,WA,99362,1 (11) 500 555-0146,Mr.,1
217,70409124493,Bryan,A,Cook,03.08.1977 0:00:00,M,M,bcook@blueyonderairlines.com,"10 000,00 ₽",2,2,High Schoo,Manual,1,1,9558 Orchard View Ave.,null,Colma,CA,94014,1 (11) 500 555-0179,Mr.,4
218,36554759740,Brooke,A,Cox,27.08.1977 0:00:00,M,F,bcox@litwareinc.com,"90 000,00 ₽",4,4,Bachelors,Management,1,1,584 Azores Circle,null,Portland,OR,97205,624-555-0119,Ms.,1
219,9698,Bradley,null,Deng,11.10.1956 0:00:00,M,M,bdeng@cohovineyard.com,"120 000,00 ₽",5,5,High Schoo,Management,1,4,1246 Glenside Ct.,null,La Jolla,CA,92806,1 (11) 500 555-0112,Mr.,4
220,936,Byron,null,Dominguez,07.02.1981 0:00:00,S,M,bdominguez@fabrikam.com,"60 000,00 ₽",1,0,Graduate D,Professional,0,0,25192 Princeton Rd.,null,Springdale,OH,45246,202-555-0118,Mr.,3
221,40435626500,Bailey,null,Edwards,13.08.1953 0:00:00,S,F,bedwards@alpineskihouse.com,"60 000,00 ₽",4,0,Graduate D,Management,0,2,612 Patricia Ave.,null,Colma,CA,94014,133-555-0141,Ms.,4
222,8840,Brandy,L,Engineer,12.03.1984 0:00:00,M,F,bengineer@thephone-company.com,"30 000,00 ₽",0,0,Partial Co,Clerical,0,1,2601 Cambridge Drive,null,Snohomish,WA,98296,1 (11) 500 555-0192,Ms.,1
223,4762,Bruce,N,Gil,16.04.1989 0:00:00,S,M,bgil@treyresearch.net,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,1,1,6178 E. 87th Street,null,Puyallup,WA,98371,716-555-0124,Mr.,1
224,1574,Bryant,null,Gonzalez,24.12.1959 0:00:00,M,M,bgonzalez@blueyonderairlines.com,"50 000,00 ₽",2,1,High Schoo,Professional,0,2,3007 Hooftrail Way,null,Concord,CA,94519,574-555-0119,Mr.,4
225,1499,Barry,null,Gonzalez,21.04.1986 0:00:00,M,M,bgonzalez@cpandl.com,"20 000,00 ₽",0,0,High Schoo,Manual,1,1,6360 Sand Pointe Lane,null,Coronado,CA,92118,1 (11) 500 555-0126,Mr.,4
226,65185887217,Bryce,E,Gray,11.11.1974 0:00:00,M,M,bgray@cohovineyard.com,"80 000,00 ₽",0,0,Bachelors,Management,1,1,1796 Westbury Dr.,null,Lincoln Acres,CA,91950,428-555-0138,Mr.,4
227,29117434024,Brandon,E,Griffin,03.08.1980 0:00:00,S,M,bgriffin@contoso.com,"10 000,00 ₽",0,0,Partial Hi,Manual,0,2,Rocky Mountain Pines Outlet,null,Loveland,CO,80537,1 (11) 500 555-0133,Mr.,3
228,5099,Barbara,E,Guo,08.11.1963 0:00:00,S,F,bguo@cohovineyard.com,"90 000,00 ₽",4,2,High Schoo,Professional,0,1,1239 Linnet Court,null,La Jolla,CA,92806,1 (11) 500 555-0138,Ms.,4
229,36698204300,Bailey,E,Howard,12.07.1965 0:00:00,S,F,bhoward@litwareinc.com,"60 000,00 ₽",2,0,High Schoo,Professional,0,2,4642 Peabody Road,null,Salem,OR,97301,462-555-0136,Ms.,1
230,8398,Brent,B,Hu,03.02.1986 0:00:00,S,M,bhu@thephone-company.com,"20 000,00 ₽",0,0,Partial Hi,Manual,0,1,6385 Mark Twain,null,Seattle,WA,98104,1 (11) 500 555-0123,Mr.,1
